@relation s1

@attribute AccX_mean numeric
@attribute AccX_variance numeric
@attribute AccY_mean numeric
@attribute AccY_variance numeric
@attribute AccZ_mean numeric
@attribute AccZ_variance numeric
@attribute GyrX_mean numeric
@attribute GyrX_variance numeric
@attribute GyrY_mean numeric
@attribute GyrY_variance numeric
@attribute GyrZ_mean numeric
@attribute GyrZ_variance numeric
@attribute class {bike,downstairs,lie,run,sit,stand,upstairs,walk}

@data
483.5625,0.871094,524.148438,1.126404,518.929688,9.752869,526.609375,1.488037,512.984375,1.046631,4,0,sit
501.515625,428.640381,517.679688,78.514587,521.523438,239.468201,526.851563,251.970154,514.171875,83.486084,5.429688,2.245056,sit
520.78125,331.858398,512.335938,80.238708,514.546875,786.997803,527.203125,565.818115,512.679688,173.873962,6.929688,0.205994,sit
521.859375,358.980225,512.5,73.4375,511.140625,1202.1521,529.90625,773.522461,511.695313,175.289978,7,0,walk
522.3125,262.777344,511.75,64.109375,515.554688,1016.668884,528.828125,728.782959,513.210938,287.369568,7,0,walk
522.8125,891.167969,509.25,166.640625,511.390625,3434.722412,523.515625,987.374756,515.320313,413.889587,7,0,walk
523.007813,973.117126,508.804688,190.360291,514.195313,4179.875916,527.671875,1271.423584,517.34375,400.569336,7,0,walk
525.085938,785.812927,511.015625,165.109131,521.023438,3178.194763,530.070313,902.909119,515.984375,377.327881,7,0,walk
526.273438,754.151794,509.875,164.5625,515.671875,3205.282959,525.023438,774.038513,514.476563,347.999451,7,0,walk
526.203125,513.14624,508.554688,133.356384,516.1875,2182.214844,524.992188,1127.726501,516.460938,424.904724,7,0,walk
525,637.953125,509.96875,153.530273,523.25,2409.53125,526.992188,1308.570251,518.09375,428.834961,7,0,walk
526,746.015625,510.765625,162.491943,519.46875,2869.420898,526.625,1064.390625,516.484375,367.202881,7,0,walk
525.914063,755.187927,510,179.453125,514.539063,2849.029724,524.632813,1008.747986,515.289063,324.486755,7,0,walk
524.664063,618.098083,509.578125,191.165771,520.390625,2482.113037,526.9375,1028.558594,516.046875,317.919678,7,0,walk
526.03125,582.749023,510.835938,184.605896,524.039063,2007.225037,528.375,912.953125,514.226563,306.081482,7,0,walk
526.007813,476.695251,510.75,168.96875,516.953125,1787.716553,525,911.34375,511.226563,242.893982,7,0,walk
524.078125,453.712646,509.203125,144.318115,515.398438,2177.395935,523.453125,965.654053,512.460938,274.732849,7,0,walk
523.609375,533.659912,509.179688,132.756775,522.757813,2444.933533,528.203125,1260.55249,513.046875,280.825928,7,0,walk
526.125,793.046875,509.617188,152.955017,521.859375,3135.948975,530.28125,1234.170898,511.859375,275.886475,7,0,walk
526.148438,700.392029,509.179688,129.413025,514.523438,2788.749451,525.695313,942.524353,510.8125,249.621094,7,0,walk
525.078125,531.650146,508.328125,127.486084,518.054688,2148.114197,524.414063,978.97699,512.492188,283.109314,7,0,walk
524.148438,603.032654,509.992188,164.070251,523.921875,2378.962646,527.757813,1000.417908,513.742188,284.910095,7,0,walk
524.585938,635.78949,511.039063,151.459412,521.109375,2595.144287,528.890625,986.738037,511.632813,233.044861,7,0,walk
525.398438,546.020935,510.015625,120.046631,506.742188,2598.878845,524.601563,1264.34906,510.664063,262.504333,7,0,walk
525.4375,544.917969,508.726563,150.933044,500.351563,2510.149841,523.148438,1416.142029,512.164063,307.059021,7,0,walk
524.28125,644.749023,510.085938,160.812927,514.09375,2457.975586,527.3125,1193.121094,513.195313,262.344666,7,0,walk
524.65625,613.866211,510.445313,124.778259,520.765625,2221.413818,530.109375,997.019287,511.390625,221.050537,7,0,walk
524.921875,595.603271,508.9375,127.292969,513.9375,2201.027344,527.953125,1181.029053,510.234375,262.648193,7,0,walk
524.882813,591.05658,508.40625,128.803711,516.742188,1992.378845,527.625,1357.796875,512.765625,326.960693,7,0,walk
524.8125,583.371094,509.234375,128.148193,522.8125,1969.589844,529.3125,1067.761719,513.1875,311.746094,7,0,walk
524.671875,527.532959,511.242188,110.183533,516.929688,1839.565369,529.507813,965.515564,511.84375,256.678711,7,0,walk
526.132813,572.380798,509.773438,121.253357,506.421875,2083.493896,526.375,1253.828125,511.914063,241.422302,7,0,walk
524.117188,529.353455,508.398438,130.333435,506.1875,1863.589844,525.84375,1118.100586,513.023438,240.929138,7,0,walk
524.226563,676.534607,508.835938,134.590271,515.335938,2449.191833,529.398438,1064.47406,515.867188,318.880798,7,0,walk
526.453125,813.794678,509.4375,143.605469,522.125,2916.140625,528.609375,1124.456787,517.203125,401.255615,7,0,walk
527.546875,753.357178,509.140625,127.636475,517.875,2934.765625,526.820313,1055.069275,517.039063,458.334412,7,0,walk
524.851563,679.173279,508.328125,109.251709,510.40625,2864.772461,525.78125,1100.889648,516.117188,467.40033,7,0,walk
524.304688,688.899353,507.46875,170.749023,517.382813,2860.705017,526.53125,1196.030273,517.898438,509.497498,7,0,walk
525.179688,703.600525,507.84375,190.194336,525.984375,3052.874756,528.882813,1124.83783,518.1875,415.871094,7,0,walk
525.46875,575.624023,510.023438,130.054138,522.976563,2421.132263,528.132813,999.912048,515.039063,266.709412,7,0,walk
526.375,604,509.210938,150.557068,514.28125,2478.670898,526.515625,1007.468506,512.8125,278.027344,7,0,walk
525.882813,554.728455,507.78125,163.155273,515.789063,2323.588318,524.9375,1000.839844,513.03125,290.092773,7,0,walk
524.875,467.359375,508.78125,133.358398,523.90625,1849.944336,528.070313,1021.330994,513.445313,261.309509,7,0,walk
524.71875,773.842773,509.617188,152.689392,521.1875,3226.855469,529.3125,978.808594,511.453125,242.513428,7,0,walk
524.890625,778.941162,508.492188,148.562439,512.976563,3222.319763,525.765625,1088.210693,510.320313,253.342712,7,0,walk
524.742188,602.76947,507.648438,148.384216,517.148438,2257.360779,526.0625,1099.527344,512.234375,295.101318,7,0,walk
523.804688,664.719666,509.523438,172.124451,525.28125,2584.592773,528.46875,1120.139648,512.804688,311.079041,7,0,walk
524.710938,743.78363,510.3125,158.511719,522.625,3186.4375,529.15625,1074.225586,510.648438,282.571716,7,0,walk
526.453125,646.091553,509.09375,143.178711,514.742188,2787.472595,526.695313,1083.243103,509.820313,258.756775,7,0,walk
524.898438,538.591248,508.546875,145.247803,516.84375,2339.616211,524.320313,1191.639587,511.59375,269.350586,7,0,walk
524.53125,585.842773,508.84375,153.959961,524.71875,2386.545898,528.726563,1169.417419,512.648438,280.899841,7,0,walk
525.15625,632.803711,510.351563,151.462341,523.414063,2290.555115,530.875,963.5625,511.375,241.203125,7,0,walk
525.828125,608.626709,510.109375,127.456787,516.710938,2333.018005,526.09375,802.444336,510.585938,233.523865,7,0,walk
524.546875,571.529053,509.273438,122.136169,515.507813,2300.734314,524.21875,991.702148,511.023438,250.929138,7,0,walk
524.328125,610.392334,509.257813,141.066345,522.09375,2403.053711,529.492188,1223.437439,512.328125,265.407959,7,0,walk
525.117188,599.040955,509.9375,161.121094,523.867188,2429.755798,531.046875,1109.685303,511.789063,255.088318,7,0,walk
525.6875,613.777344,509.078125,184.197021,519.515625,2643.202881,526.820313,996.99115,511.023438,236.663513,7,0,walk
524.820313,574.36615,507.953125,156.747803,515.703125,2812.27124,526.320313,1210.577087,512.21875,260.655273,7,0,walk
524.640625,526.5896,508.773438,115.847107,520.65625,2488.053711,530.835938,1495.246521,513.757813,343.402283,7,0,walk
526.78125,613.905273,509.546875,116.763428,522.945313,2579.004822,532.34375,1253.225586,514.4375,351.808594,7,0,walk
526.9375,605.042969,508.734375,132.523193,515.8125,2543.371094,527.523438,948.296326,513.664063,370.160583,7,0,walk
525.25,636.34375,507.703125,151.255615,517.710938,2684.15863,525.164063,1044.246521,516.46875,472.202148,7,0,walk
525.070313,691.580994,509.078125,139.306396,523.0625,2821.699219,528.75,1076.875,519.171875,451.329834,7,0,walk
526.414063,690.117615,510.476563,139.265076,521.328125,2702.267334,530.273438,910.761169,517.226563,383.456482,7,0,walk
525.992188,542.367126,509.820313,146.7099,518.945313,2220.332947,525.765625,846.241943,515.90625,443.116211,7,0,walk
525.195313,480.891541,508.34375,117.694336,517.976563,1909.554138,524.007813,999.023376,518.796875,547.33374,7,0,walk
524.59375,574.053711,509.078125,108.275146,521.929688,2107.112244,528.710938,1238.25238,518.78125,413.842773,7,0,walk
525.328125,665.657959,510.148438,108.970154,521.476563,2477.499451,529.8125,1053.683594,515.03125,260.311523,7,0,walk
525.703125,714.255615,509.757813,136.027283,513.570313,3018.995056,525.617188,893.361267,512.59375,275.616211,7,0,walk
525.28125,769.952148,510.742188,326.11322,519.273438,3811.808044,525.984375,1061.562256,512.828125,332.986084,7,0,walk
524.453125,704.029053,510.984375,317.734131,530.40625,3452.397461,529.632813,1011.747986,513.742188,312.67572,7,0,walk
524.484375,502.609131,509.8125,135.621094,525.164063,2454.121521,529.75,962.453125,511.140625,245.917725,7,0,walk
525.34375,448.991211,508.734375,119.116943,517.382813,2115.189392,526.140625,936.80835,509.960938,224.600037,7,0,walk
524.03125,436.295898,508.390625,106.628662,519.554688,1816.059509,524.867188,816.396423,511.054688,241.692322,7,0,walk
525.414063,479.867615,509.078125,107.525146,519.726563,1791.808044,527.632813,1011.826111,513.023438,285.272888,7,0,walk
527.53125,397.264648,509.351563,91.868591,508.0625,1725.214844,527.789063,1022.369568,512.335938,224.535583,7,0,walk
525.257813,311.472595,511.1875,106.714844,496.75,1525.25,524.210938,843.744568,511.015625,122.702881,7,0,walk
525.421875,267.228271,514.796875,127.77124,497.265625,1215.273193,524.734375,582.038818,511.273438,103.058044,7,0,walk
527.976563,162.163513,513.304688,87.899353,508.625,753.59375,525.9375,218.339844,511.414063,62.055115,6.078125,0.993896,walk
527.40625,30.163086,509.148438,15.720154,518.640625,234.7146,527.09375,94.631836,512.007813,11.460876,5.078125,0.150146,walk
527.679688,13.608337,507.375,4.765625,519.460938,2.295349,528.75,74.046875,512.179688,1.8974,5,0,stand
528.40625,26.022461,506.53125,3.092773,518.710938,4.643005,529.84375,95.241211,512.328125,1.611084,5,0,stand
528.070313,15.018494,507.101563,2.856873,517.023438,8.085388,529.664063,94.363708,512.34375,3.366211,5,0,stand
528.21875,3.155273,507.40625,1.834961,517.3125,7.402344,530.234375,110.913818,512.75,7.53125,5,0,stand
528.476563,5.624451,507.257813,1.51947,519.242188,4.011658,530.859375,101.99585,513.851563,22.032654,5,0,stand
528.570313,29.682556,507.070313,11.705994,521.148438,28.032654,530.09375,58.491211,515.46875,93.780273,5,0,stand
528.820313,38.61615,505.820313,13.100525,521.578125,40.056396,529.3125,35.339844,516.921875,164.509521,5,0,stand
529.8125,54.902344,504.671875,1.626709,519.882813,18.71283,528.0625,13.308594,517.515625,189.046631,5,0,stand
530.296875,58.411865,504.75,4.5,519.304688,5.852478,527.609375,1.222412,519.40625,219.788086,5,0,stand
529.40625,26.913086,504.609375,3.581787,519.234375,5.491943,527.429688,1.541931,520.125,223.296875,5,0,stand
529.09375,13.022461,504.359375,1.073975,519.21875,4.577148,527.335938,1.129333,519.625,208.703125,5,0,stand
528.742188,4.14447,504.570313,3.463806,519.09375,2.334961,527.515625,1.031006,518.507813,168.796814,5,0,stand
528.625,1.25,504.921875,7.322021,518.867188,1.880798,527.445313,1.497009,516.8125,96.417969,5,0,stand
528.78125,1.920898,505.328125,24.767334,518.992188,1.882751,527.515625,1.906006,516.734375,56.257568,5,0,stand
528.929688,20.987244,505.796875,44.70874,518.8125,51.214844,528.046875,13.169678,515.382813,34.986267,4.882813,0.572205,stand
525.585938,141.25824,508.15625,81.694336,484.257813,1868.503845,525.5625,175.636719,511.03125,38.889648,2.382813,6.236267,stand
526.734375,193.585693,510.734375,81.616943,487.195313,2353.469666,525.609375,200.925537,509.578125,47.134521,0,0,bike
529.625,119.15625,510.796875,49.161865,523.523438,734.983826,528.4375,130.714844,511.257813,48.98822,0,0,bike
528.796875,124.14624,511.226563,61.862732,524.351563,625.165466,529.125,233.96875,510.46875,43.952148,0,0,bike
532.992188,160.945251,514.890625,217.019287,511.15625,921.381836,530.117188,546.322205,508.757813,173.652283,0,0,bike
532.773438,193.097107,517.84375,421.256836,527.296875,2076.286865,527.554688,1161.747009,520.796875,550.80249,0,0,bike
532.171875,161.439209,517.34375,283.444336,541.070313,1171.674744,525.523438,980.936951,522.5,401.078125,0,0,bike
535.84375,199.584961,510.882813,151.74408,528.375,721.375,528.015625,473.515381,512.070313,164.330994,0,0,bike
532.015625,224.452881,498.664063,166.551208,531.429688,777.448181,531.5625,441.277344,513.578125,132.790771,0,0,bike
526.867188,88.927673,498.929688,90.580994,519.59375,541.225586,530.265625,262.351318,514.367188,76.747986,0,0,bike
523.789063,66.932068,503.484375,38.624756,517.742188,289.722595,529.890625,344.128662,514.414063,102.78949,0,0,bike
521.273438,53.151794,502.382813,42.517517,521.671875,186.970459,529.46875,405.670898,514.835938,69.184021,0,0,bike
521.75,77.546875,503.84375,40.694336,517.4375,139.636719,529.945313,405.317322,512.5,61.4375,0,0,bike
523.21875,91.030273,503.429688,55.432556,517.367188,198.622986,532.0625,416.699219,512.898438,71.388123,0,0,bike
524.484375,87.359131,505.351563,58.977966,517.53125,248.577148,529.328125,267.001709,515.65625,127.053711,0,0,bike
524.367188,112.669861,506.601563,65.19281,520.25,341.703125,530.265625,728.398193,517.835938,277.871521,0,0,bike
523.171875,125.939209,506.34375,72.538086,521.265625,357.945068,532.101563,754.528748,517.828125,297.470459,0,0,bike
522.414063,121.85199,504.75,67.703125,516.375,348.8125,526.671875,246.392334,519.023438,206.772888,0,0,bike
521.507813,109.562439,503.765625,54.898193,518.398438,340.13031,525.828125,153.314209,518.734375,334.304443,0,0,bike
521.164063,94.637146,505.039063,65.443787,522.632813,217.076111,530.085938,304.625427,516.21875,380.889648,0,0,bike
522.0625,83.667969,505.15625,74.788086,520.265625,267.804443,528.375,388.546875,519.210938,271.135193,0,0,bike
521.601563,68.19281,507.640625,53.761475,519.695313,283.727478,526.007813,252.117126,519.140625,303.073975,0,0,bike
522.117188,66.61908,507.601563,70.28656,519.53125,223.014648,527.859375,313.542725,517.78125,239.186523,0,0,bike
521.796875,71.474365,506.171875,92.220459,520.953125,276.654053,530.5,364.15625,516.007813,147.726501,0,0,bike
520.765625,42.132568,507.1875,72.261719,519.140625,239.667725,527.171875,275.064209,514.171875,93.657959,0,0,bike
521.703125,31.068115,508.101563,48.325623,512.125,273.796875,523.070313,206.284119,515.523438,41.811951,0,0,bike
521.5,55.796875,506.359375,72.323975,502.382813,349.501892,527.976563,287.741638,517.070313,74.502869,0,0,bike
520.84375,66.022461,504.78125,87.483398,503.484375,338.499756,531.90625,518.225586,513.859375,92.2771,0,0,bike
521.882813,59.197205,504.617188,56.095642,506.304688,391.774353,527.015625,669.624756,514.554688,75.825134,0,0,bike
522.625,57.5,506.8125,31.105469,502.351563,261.118591,528.734375,396.726318,514.992188,59.804626,0,0,bike
522.070313,57.112244,506.640625,39.3396,520.140625,474.49585,534.101563,250.481873,510.976563,41.147888,0,0,bike
522.0625,30.355469,505.507813,28.468689,533.726563,198.136169,531.210938,221.682068,513.125,45.9375,0,0,bike
521.179688,14.99115,506.335938,21.051208,525.820313,129.11615,527.164063,132.902771,515.125,33.96875,0,0,bike
520.921875,23.697021,508,34.875,515.867188,170.271423,526.796875,221.05249,514.507813,30.906189,0,0,bike
521.328125,27.251709,509.851563,22.892029,511.367188,202.044861,530.398438,176.78656,511.929688,37.534119,0,0,bike
521.460938,44.123474,509.734375,18.179443,519.96875,198.327148,531.773438,83.534607,511.671875,58.548584,0,0,bike
521.648438,54.696716,508.960938,35.146912,523.679688,153.717712,527.28125,155.717773,514.867188,111.818298,0,0,bike
520.726563,59.729919,508.273438,59.167419,519.101563,213.997498,528.648438,475.009216,514.46875,168.842773,0,0,bike
519.460938,91.310974,507.882813,81.33783,517.6875,359.433594,531.023438,1031.913513,512.289063,202.53363,0,0,bike
518.523438,84.952576,507.65625,91.991211,516.125,362.375,529.539063,1077.717224,512.96875,133.874023,0,0,bike
518.734375,64.148193,508.773438,61.784607,518.960938,188.521912,532.054688,481.911072,513.46875,74.030273,0,0,bike
518.953125,86.357178,507.15625,51.819336,525.101563,119.700623,533.546875,207.200928,514.15625,122.397461,0,0,bike
518.539063,90.185974,505.46875,53.811523,528.1875,121.058594,532.0625,267.902344,517.226563,182.940857,0,0,bike
518.257813,73.08197,507.328125,53.142334,526.296875,122.818115,527.664063,329.723083,519.203125,202.27124,0,0,bike
517.585938,83.47699,507.734375,61.273193,520.015625,125.796631,526.289063,322.268005,519.21875,193.295898,0,0,bike
517.445313,81.481384,508.640625,54.636475,515.078125,127.197021,528.320313,158.358337,518.617188,223.439392,0,0,bike
517.445313,64.684509,508.890625,42.113037,517.054688,161.770447,527.710938,156.768005,518.140625,240.511475,0,0,bike
516.859375,58.12085,507.398438,52.94281,520.75,198.609375,527.765625,264.148193,518.320313,195.811462,0,0,bike
516.273438,46.417419,507.84375,61.209961,519.046875,200.997803,528.726563,267.464294,518.320313,178.670837,0,0,bike
518.179688,57.17865,508.070313,65.534119,516.1875,186.167969,527.078125,289.915771,515.484375,161.859131,0,0,bike
522,72.796875,508,72.125,518.023438,278.866638,526.546875,670.232178,514.6875,121.949219,0,0,bike
521.632813,76.997986,508.507813,96.906189,518.242188,289.605408,527.835938,801.027771,515.179688,167.225525,0,0,bike
520.351563,87.696716,506.460938,117.389099,514.460938,371.670349,527.34375,526.069336,513.351563,137.774841,0,0,bike
521.117188,122.728455,503.609375,108.128662,517.460938,583.529724,529.210938,1071.057068,511.359375,114.1521,0,0,bike
520.140625,120.917725,506.3125,82.089844,525.359375,413.417725,528.679688,884.608337,511.523438,210.921326,0,0,bike
519.890625,115.441162,506.65625,40.756836,522.21875,444.764648,528.796875,296.911865,511.40625,190.084961,0,0,bike
524.953125,113.575928,500.71875,93.858398,521.5625,561.933594,528.882813,613.697205,510.59375,165.803711,0,0,bike
529.695313,159.133728,500.28125,114.045898,517.523438,1013.233826,524.984375,571.171631,511.882813,162.80658,0,0,bike
528.835938,151.762146,502.96875,57.686523,514.820313,885.913025,528.445313,339.965759,512.835938,91.121521,0,0,bike
527.125,38.703125,503.007813,24.242126,521.625,191.265625,530.210938,210.275818,513.382813,66.923767,0,0,bike
526.5,22.171875,502.484375,17.327881,518.804688,126.985291,526.609375,119.628662,513.273438,38.761169,0,0,bike
528.273438,75.604919,503.242188,31.855408,507.828125,269.064209,525.25,185.859375,513.640625,67.823975,0,0,bike
529.734375,106.335693,504.84375,33.788086,498.546875,214.419678,524.984375,194.937256,515.226563,93.831482,0,0,bike
528.46875,72.295898,503.898438,33.684998,496.179688,242.163025,525.09375,205.709961,518.257813,83.14447,0,0,bike
527.375,45.109375,503.328125,33.845459,501.164063,271.590271,528.25,321.140625,516.578125,95.837646,0,0,bike
527.242188,38.449158,500.367188,53.716736,515.304688,242.539978,532.296875,424.27124,510.648438,68.899841,0,0,bike
528.453125,50.107178,499.617188,44.783142,516.882813,254.509705,530.1875,373.433594,512.296875,67.318115,0,0,bike
527.25,49.296875,501.554688,32.606384,519.820313,234.756775,531.546875,224.294678,514.226563,82.690857,0,0,bike
525.476563,58.671326,501.6875,47.933594,528.5625,125.292969,533.101563,287.888123,514.21875,122.592773,0,0,bike
525.664063,76.176208,503.875,43.484375,523.984375,165.390381,529.53125,288.905273,516.445313,161.606384,0,0,bike
524.765625,87.273193,504.828125,43.939209,519.789063,109.947693,529.945313,292.629822,516.9375,188.792969,0,0,bike
523.421875,76.603271,504.414063,51.961365,520.53125,100.592773,529.398438,308.78656,517.203125,213.911865,0,0,bike
523.59375,62.381836,503.851563,57.267029,520.742188,94.222595,527.789063,359.072693,517.53125,251.577148,0,0,bike
523.734375,50.976318,504.171875,52.548584,519.953125,79.919678,527.59375,313.975586,518.125,234.203125,0,0,bike
523.015625,35.812256,505.609375,51.441162,519.984375,98.343506,526.28125,165.233398,519.265625,239.507568,0,0,bike
521.960938,29.990662,505.375,62.96875,518.484375,129.109131,526.5625,237.371094,520.03125,214.077148,0,0,bike
520.625,19.78125,504.765625,59.929443,518.578125,138.509521,527.132813,255.521423,517.71875,130.999023,0,0,bike
520.234375,20.757568,506.117188,92.134705,521.710938,143.861755,527.867188,201.896423,514.859375,95.511475,0,0,bike
521.398438,24.22406,507.289063,83.43988,520.984375,146.640381,526.617188,213.908142,514.15625,75.459961,0,0,bike
522.929688,17.080994,506.273438,38.995544,519.460938,101.873474,526.03125,226.780273,512.726563,44.761169,0,0,bike
523.515625,13.140381,503.742188,33.30072,519.992188,93.710876,529.304688,192.821228,510.773438,22.393982,0,0,bike
524.625,19.03125,504.132813,32.162048,520,99.96875,528.765625,155.976318,511.78125,18.092773,0,0,bike
524.3125,29.636719,504.539063,34.842224,519.25,112.0625,527.539063,161.826599,511.835938,21.840271,0,0,bike
522.703125,24.17749,502.914063,30.484802,519.507813,126.031189,528.390625,204.034912,511.625,27.6875,0,0,bike
522.273438,16.854919,503.671875,21.861084,519.679688,123.452087,526.171875,186.595459,513.414063,26.07074,0,0,bike
522.367188,20.388611,503.8125,19.417969,520.570313,122.276306,527.835938,215.637146,512.226563,30.550232,0,0,bike
522.804688,31.454041,502.773438,17.300232,523.039063,105.303162,528.921875,215.962646,510.71875,34.811523,0,0,bike
524.648438,38.102966,501.203125,16.27124,523.375,108.625,527.257813,196.035095,511.414063,26.00824,0,0,bike
